"beta" "eff_S" "eff_I"
0.00820875467179275 0.730625361964679 0.867617179254758
0.00988584206675854 0.707093489451675 0.810822808884881
0.00874694173137493 0.66747887985323 0.816277644474799
0.0075073178143243 0.600135989336934 0.714321182396196
0.0113457896972413 0.648368158971196 0.729556951981308
0.0110643922382767 0.524811879151717 0.74354482428165
0.0114943314404897 0.504998441804529 0.739869987606945
0.0101622530473445 0.572365368065687 0.773142976377907
0.0137267749351581 0.5194025296401 0.620164215321847
0.00453539056448846 0.580461328866653 0.669459678917381
0.00764526792099235 0.694238476508001 0.830714788515343
0.00940496977244562 0.466183033058528 0.7607874739378
0.0067564318067121 0.44083079169831 0.715693100455935
0.0073397818943197 0.638483004765457 0.645003570087966
0.0119300117850269 0.717319129700516 0.465958939482218
0.0109962667776447 0.705946758525285 0.522260499780983
0.00685026289990739 0.616058787851982 0.522398317335106
0.0080822918408099 0.676663969619128 0.624758527946601
0.00831284757969134 0.50606474650203 0.73036927704537
0.00780901407940385 0.626197876873887 0.872622475932906
0.00539578311147915 0.525694297372631 0.874026143497657
0.00679329776223213 0.489581640922787 0.888629548122984
0.00561220773620817 0.665029818621624 0.817297743288024
0.00812273964819386 0.694523773686184 0.840655986768672
0.00738082052439857 0.718674459668453 0.890384828858808
0.0093901201765098 0.707514356699225 0.881526584423985
0.00951644419604021 0.630419765116738 0.802540417424199
0.00768697634468594 0.584959972175233 0.785408153087085
0.0104959878300472 0.580008439935845 0.720207064201543
0.00752809882111741 0.590841401971511 0.817030023466553
0.00750522626345135 0.584411674294352 0.839081885560356
0.00670750912112215 0.3507946046787 0.771839223826786
0.00740820750516565 0.267924218469577 0.788501533818853
0.00994816268775998 0.513235449673019 0.830779126639229
0.00763864833941782 0.450372406841385 0.752754182682672
0.00686963978867178 0.448082038462665 0.831533448283829
0.00898886906328852 0.45176928967862 0.672124237290234
